name,resource_id,resource_link,project_id,project_link,folder_name,related_projects,status,release_date,contact_name,contact_mail,masked_assemblies,assembly_id_alias,annotation_id_alias,annotations
Aspergillus ferenczii CBS 121594 Annotated Minimal Draft,Aspfer1,https://mycocosm.jgi.doe.gov/Aspfer1,1097538,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspferMinimDraft_FD,AspferMinimDraft_FD,"['SP 1097752', 'SP 1097753', 'AP 1097541', 'AP 1097540', 'AP 1097539']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspferMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfer1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfer1,Aspfer1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspferMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfer1_GeneCatalog_20170324.gff3.gz
Aspergillus filifera CBS 114510 Annotated Standard Draft,Aspfili1,https://mycocosm.jgi.doe.gov/Aspfili1,1052074,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfilStandDraft_FD,AspfilStandDraft_FD,"['SP 1052075', 'SP 1052076', 'AP 1052079', 'AP 1052078', 'AP 1052077']",Complete,2014-03-31,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfilStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfili1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfili1,Aspfili1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfilStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfili1_GeneCatalog_20160412.gff3.gz
Aspergillus flavipes IBT 22552 Annotated Minimal Draft,Aspfla1,https://mycocosm.jgi.doe.gov/Aspfla1,1097350,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspflaMinimDraft_FD,AspflaMinimDraft_FD,"['SP 1097658', 'SP 1097659', 'AP 1097352', 'AP 1097353', 'AP 1097351']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspflaMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfla1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfla1,Aspfla1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspflaMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfla1_GeneCatalog_20170408.gff3.gz
Aspergillus floccosus CBS 116.37 Annotated Minimal Draft,Aspflo1,https://mycocosm.jgi.doe.gov/Aspflo1,1097354,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfloMinimDraft_FD,AspfloMinimDraft_FD,"['SP 1097660', 'SP 1097661', 'AP 1097355', 'AP 1097356', 'AP 1097357']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfloMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspflo1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspflo1,Aspflo1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfloMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspflo1_GeneCatalog_20170325.gff3.gz
Aspergillus flocculosus CBS 112785 Annotated Standard Draft,Aspfloc1,https://mycocosm.jgi.doe.gov/Aspfloc1,1052362,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfloStandDraft_FD,AspfloStandDraft_FD,"['SP 1052364', 'SP 1052363', 'AP 1052365', 'AP 1052367', 'AP 1052366']",Complete,2016-06-02,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfloStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfloc1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfloc1,Aspfloc1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfloStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfloc1_GeneCatalog_20160716.gff3.gz
Aspergillus floridensis DTO 198-A8 Annotated Minimal Draft,Aspflor1,https://mycocosm.jgi.doe.gov/Aspflor1,1188025,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfloMinimDraft_3_FD,AspfloMinimDraft_3_FD,"['SP 1188290', 'SP 1188289', 'AP 1188027', 'AP 1188026', 'AP 1188028']",Complete,2019-11-08,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfloMinimDraft_3_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspflor1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspflor1,Aspflor1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfloMinimDraft_3_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspflor1_GeneCatalog_20191031.gff3.gz
Aspergillus foveolata CBS 279.81 Annotated Standard Draft,Aspfove1,https://mycocosm.jgi.doe.gov/Aspfove1,1052080,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfovStandDraft_FD,AspfovStandDraft_FD,"['SP 1052082', 'SP 1052081', 'AP 1052085', 'AP 1052083', 'AP 1052084']",Complete,2016-06-02,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfovStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfove1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfove1,Aspfove1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfovStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfove1_GeneCatalog_20160412.gff3.gz
Aspergillus frequens CBS 586.65 Annotated Minimal Draft,Aspfre1,https://mycocosm.jgi.doe.gov/Aspfre1,1097626,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfreMinimDraft_FD,AspfreMinimDraft_FD,"['SP 1097797', 'SP 1097796', 'AP 1097627', 'AP 1097629', 'AP 1097628']",Complete,2017-04-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfreMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfre1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfre1,Aspfre1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfreMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfre1_GeneCatalog_20170405.gff3.gz
Aspergillus fructiculosa CBS 989.72 Annotated Standard Draft,Aspfru1,https://mycocosm.jgi.doe.gov/Aspfru1,1052086,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfruStandDraft_FD,AspfruStandDraft_FD,"['SP 1052087', 'SP 1052088', 'AP 1052091', 'AP 1052090', 'AP 1052089']",Complete,2016-06-02,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfruStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfru1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfru1,Aspfru1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfruStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfru1_GeneCatalog_20160309.gff3.gz
Aspergillus fumigatiaffinis CBS 117186 Annotated Minimal Draft,Aspfumig1,https://mycocosm.jgi.doe.gov/Aspfumig1,1097542,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfumMinimDraft_FD,AspfumMinimDraft_FD,"['SP 1097754', 'SP 1097755', 'AP 1097545', 'AP 1097544', 'AP 1097543']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfumMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfumig1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfumig1,Aspfumig1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfumMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfumig1_GeneCatalog_20170324.gff3.gz
Aspergillus fumisynnematus IBT 28474 Annotated Minimal Draft,Aspfumis1,https://mycocosm.jgi.doe.gov/Aspfumis1,1097546,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfumMinimDraft_2_FD,AspfumMinimDraft_2_FD,"['SP 1097757', 'SP 1097756', 'AP 1097547', 'AP 1097548', 'AP 1097549']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfumMinimDraft_2_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfumis1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfumis1,Aspfumis1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfumMinimDraft_2_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfumis1_GeneCatalog_20170324.gff3.gz
Aspergillus funiculosus CBS 116.56 Annotated Standard Draft,Aspfuni1,https://mycocosm.jgi.doe.gov/Aspfuni1,1051948,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspfunStandDraft_FD,AspfunStandDraft_FD,"['SP 1051950', 'SP 1051949', 'AP 1051951', 'AP 1051953', 'AP 1051952']",Complete,2014-06-23,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfunStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspfuni1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspfuni1,Aspfuni1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspfunStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspfuni1_GeneCatalog_20160414.gff3.gz
Aspergillus galapagensis CBS 117522 Annotated Minimal Draft,Aspgal1,https://mycocosm.jgi.doe.gov/Aspgal1,1097550,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspgalMinimDraft_FD,AspgalMinimDraft_FD,"['SP 1097759', 'SP 1097758', 'AP 1097552', 'AP 1097553', 'AP 1097551']",Complete,2017-07-17,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspgalMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspgal1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspgal1,Aspgal1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspgalMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspgal1_GeneCatalog_20170613.gff3.gz
Aspergillus germanicus CBS 123887 Annotated Minimal Draft,Aspger1,https://mycocosm.jgi.doe.gov/Aspger1,1097430,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspgerMinimDraft_FD,AspgerMinimDraft_FD,"['SP 1097698', 'SP 1097699', 'AP 1097433', 'AP 1097431', 'AP 1097432']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspgerMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspger1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspger1,Aspger1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspgerMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspger1_GeneCatalog_20170324.gff3.gz
Aspergillus giganteus CBS 515.65 Annotated Standard Draft,Aspgig1,https://mycocosm.jgi.doe.gov/Aspgig1,1051936,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspgigStandDraft_FD,AspgigStandDraft_FD,"['SP 1051937', 'SP 1051938', 'AP 1051941', 'AP 1051940', 'AP 1051939']",Complete,2019-06-04,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspgigStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspgig1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspgig1,Aspgig1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspgigStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspgig1_GeneCatalog_20190524.gff3.gz
Aspergillus granulosus CBS 588.65 Annotated Minimal Draft,Aspgra1,https://mycocosm.jgi.doe.gov/Aspgra1,1097434,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspgraMinimDraft_FD,AspgraMinimDraft_FD,"['SP 1097700', 'SP 1097701', 'AP 1097435', 'AP 1097436', 'AP 1097437']",Complete,2017-04-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspgraMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspgra1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspgra1,Aspgra1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspgraMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspgra1_GeneCatalog_20170405.gff3.gz
Aspergillus haitiensis CBS 468.91 Annotated Minimal Draft,Asphai1,https://mycocosm.jgi.doe.gov/Asphai1,1097394,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AsphaiMinimDraft_FD,AsphaiMinimDraft_FD,"['SP 1097681', 'SP 1097680', 'AP 1097397', 'AP 1097396', 'AP 1097395']",Complete,2019-06-04,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsphaiMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Asphai1_AssemblyScaffolds_Repeatmasked.fasta.gz,Asphai1,Asphai1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsphaiMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Asphai1_GeneCatalog_20190524.gff3.gz
Aspergillus hiratsukae CBS 294.93 Annotated Minimal Draft,Asphir1,https://mycocosm.jgi.doe.gov/Asphir1,1097558,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AsphirMinimDraft_FD,AsphirMinimDraft_FD,"['SP 1097762', 'SP 1097763', 'AP 1097560', 'AP 1097561', 'AP 1097559']",Complete,2017-04-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsphirMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Asphir1_AssemblyScaffolds_Repeatmasked.fasta.gz,Asphir1,Asphir1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsphirMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Asphir1_GeneCatalog_20170405.gff3.gz
Aspergillus hortai IBT 26384 Annotated Minimal Draft,Asphor1,https://mycocosm.jgi.doe.gov/Asphor1,1187849,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AsphorMinimDraft_FD,AsphorMinimDraft_FD,"['SP 1188202', 'SP 1188201', 'AP 1187851', 'AP 1187850', 'AP 1187852']",Complete,2021-02-18,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsphorMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Asphor1_AssemblyScaffolds_Repeatmasked.fasta.gz,Asphor1,Asphor1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsphorMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Asphor1_GeneCatalog_20210201.gff3.gz
Aspergillus igneus CBS 466.65 Annotated Minimal Draft,Aspign1,https://mycocosm.jgi.doe.gov/Aspign1,1097518,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspignMinimDraft_FD,AspignMinimDraft_FD,"['SP 1097743', 'SP 1097742', 'AP 1097520', 'AP 1097521', 'AP 1097519']",Complete,2017-04-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspignMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspign1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspign1,Aspign1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspignMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspign1_GeneCatalog_20170405.gff3.gz
Aspergillus iizukae CBS 541.69 Annotated Minimal Draft,Aspiiz1,https://mycocosm.jgi.doe.gov/Aspiiz1,1097358,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspiizMinimDraft_FD,AspiizMinimDraft_FD,"['SP 1097662', 'SP 1097663', 'AP 1097360', 'AP 1097359', 'AP 1137204', 'AP 1097361']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspiizMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspiiz1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspiiz1,Aspiiz1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspiizMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspiiz1_GeneCatalog_20170324.gff3.gz
Aspergillus indicus CBS 952.97 Annotated Standard Draft,Aspind2_1,https://mycocosm.jgi.doe.gov/Aspind2_1,1052098,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspindStandDraft_2_FD,AspindStandDraft_2_FD,"['SP 1052100', 'SP 1052099', 'AP 1052102', 'AP 1052103', 'AP 1052101']",Complete,2016-06-02,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspindStandDraft_2_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspind2_1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspind2_1,Aspind2,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspindStandDraft_2_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspind2_1_GeneCatalog_20160309.gff3.gz
Aspergillus insolitus CBS 384.61 Annotated Standard Draft,Aspinso1,https://mycocosm.jgi.doe.gov/Aspinso1,1051978,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspinsStandDraft_FD,AspinsStandDraft_FD,"['SP 1051979', 'SP 1051980', 'AP 1051982', 'AP 1051983', 'AP 1051981']",Complete,2016-06-02,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspinsStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspinso1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspinso1,Aspinso1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspinsStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspinso1_GeneCatalog_20160413.gff3.gz
Aspergillus insuetus CBS 107.25 Annotated Minimal Draft,Aspins1,https://mycocosm.jgi.doe.gov/Aspins1,1097442,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspinsMinimDraft_2_FD,AspinsMinimDraft_2_FD,"['SP 1097704', 'SP 1097705', 'AP 1097444', 'AP 1097445', 'AP 1097443']",Complete,2017-04-24,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspinsMinimDraft_2_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspins1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspins1,Aspins1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspinsMinimDraft_2_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspins1_GeneCatalog_20170324.gff3.gz
Aspergillus karnatakaensis CBS 102800 Annotated Minimal Draft,Aspkar1,https://mycocosm.jgi.doe.gov/Aspkar1,1097482,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspkarMinimDraft_FD,AspkarMinimDraft_FD,"['SP 1097725', 'SP 1097724', 'AP 1097485', 'AP 1097483', 'AP 1097484']",Complete,2017-04-12,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspkarMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspkar1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspkar1,Aspkar1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspkarMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspkar1_GeneCatalog_20170325.gff3.gz
Aspergillus keveii CBS 209.92 Annotated Minimal Draft,Aspkev1,https://mycocosm.jgi.doe.gov/Aspkev1,1097446,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AspkevMinimDraft_FD,AspkevMinimDraft_FD,"['SP 1097707', 'SP 1097706', 'AP 1097447', 'AP 1097449', 'AP 1097448']",Complete,2017-04-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspkevMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspkev1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspkev1,Aspkev1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AspkevMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspkev1_GeneCatalog_20170406.gff3.gz
Aspergillus laciniosus CBS 117721 Annotated Minimal Draft,Asplaci1,https://mycocosm.jgi.doe.gov/Asplaci1,1097562,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AsplacMinimDraft_FD,AsplacMinimDraft_FD,"['SP 1097764', 'SP 1097765', 'AP 1097563', 'AP 1097565', 'AP 1097564']",Complete,2017-04-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplacMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Asplaci1_AssemblyScaffolds_Repeatmasked.fasta.gz,Asplaci1,Asplaci1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplacMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Asplaci1_GeneCatalog_20170405.gff3.gz
Aspergillus lentulus CBS 117885 Annotated Minimal Draft,Asplen1,https://mycocosm.jgi.doe.gov/Asplen1,1097566,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AsplenMinimDraft_FD,AsplenMinimDraft_FD,"['SP 1097766', 'SP 1097767', 'AP 1097568', 'AP 1097567', 'AP 1097569']",Complete,2017-04-26,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplenMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Asplen1_AssemblyScaffolds_Repeatmasked.fasta.gz,Asplen1,Asplen1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplenMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Asplen1_GeneCatalog_20170406.gff3.gz
Aspergillus leporis CBS 151.66 Annotated Standard Draft,Asplep1,https://mycocosm.jgi.doe.gov/Asplep1,1052260,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AsplepStandDraft_FD,AsplepStandDraft_FD,"['SP 1052262', 'SP 1052261', 'AP 1052265', 'AP 1052263', 'AP 1052264']",Complete,2016-11-01,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplepStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Asplep1_AssemblyScaffolds_Repeatmasked.fasta.gz,Asplep1,Asplep1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplepStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Asplep1_GeneCatalog_20161018.gff3.gz
Aspergillus longivesica CBS 530.71 Annotated Standard Draft,Asplon1,https://mycocosm.jgi.doe.gov/Asplon1,1052212,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AsplonStandDraft_FD,AsplonStandDraft_FD,"['SP 1052214', 'SP 1052213', 'AP 1052217', 'AP 1052216', 'AP 1052215']",Complete,2016-10-13,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplonStandDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Asplon1_AssemblyScaffolds_Repeatmasked.fasta.gz,Asplon1,Asplon1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplonStandDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Asplon1_GeneCatalog_20160909.gff3.gz
Aspergillus lucknowensis CBS 449.75 Annotated Minimal Draft,Aspluc1,https://mycocosm.jgi.doe.gov/Aspluc1,1097450,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AsplucMinimDraft_FD,AsplucMinimDraft_FD,"['SP 1097708', 'SP 1097709', 'AP 1097451', 'AP 1097452', 'AP 1097453']",Complete,2017-04-12,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplucMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Aspluc1_AssemblyScaffolds_Repeatmasked.fasta.gz,Aspluc1,Aspluc1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplucMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Aspluc1_GeneCatalog_20170325.gff3.gz
Aspergillus luppii CBS 653.74 Annotated Minimal Draft,Asplup1,https://mycocosm.jgi.doe.gov/Asplup1,1097630,https://genome.jgi.doe.gov/portal/pages/projectStatus.jsf?db=AsplupMinimDraft_FD,AsplupMinimDraft_FD,"['SP 1097798', 'SP 1097799', 'AP 1097633', 'AP 1137205', 'AP 1097631', 'AP 1097632']",Complete,2017-04-12,Scott E. Baker,scott.baker@pnnl.gov,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplupMinimDraft_FD/Assembly/Mycocosm/Assembly/Assembled_scaffolds__masked_/Asplup1_AssemblyScaffolds_Repeatmasked.fasta.gz,Asplup1,Asplup1,/datadrive/matin_other_projects/jgi_aspergillus/data/raw/AsplupMinimDraft_FD/Annotation/Mycocosm/Annotation/Filtered_Models___best__/Genes/Asplup1_GeneCatalog_20170325.gff3.gz
